vin,company,datehour,chargingpower,remainingelectricalrange,enginestatus,geolocation,mileage,speed
VjamRugCrs8356684,CarRent,14/07/2023 19:48:28,124.6656067,297.981401,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:48:46,124.6654144,349.5871673,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:48:57,124.6647795,357.8054425,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:49:17,124.6558135,309.9467234,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:49:24,124.6510358,319.762241,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:49:29,124.6423378,321.3088687,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:49:41,124.6409426,293.7870413,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:49:56,124.6384848,263.667493,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:50:01,124.6379175,279.8034085,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:50:16,124.6370035,269.2370033,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:50:25,124.6350677,284.6219,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:50:44,124.6338541,330.8979246,OFF,"8.54007657760685, 13.3153550469873",92580,0
,#N/A,14/07/2023 19:50:59,124.6276503,349.7720654,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:51:12,124.6261312,338.9958985,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:51:22,124.6242105,340.831491,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:51:29,124.6099466,329.7023478,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:51:49,124.6092423,339.8190237,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:51:58,124.603504,323.4112919,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:52:07,124.5884534,293.6024525,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:52:24,124.5866627,263.5751682,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:52:36,124.5749685,270.0529638,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:52:51,124.5739665,310.4079136,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:53:11,124.5712176,279.0775968,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:53:27,124.5663479,284.3445141,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:53:32,124.5593384,298.0736672,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:53:49,124.5586595,304.1883509,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:54:04,124.5567187,341.3839854,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:54:13,124.5539635,293.6947147,OFF,"8.54007657760685, 13.3153550469873",92576,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:54:22,124.5492343,334.0825723,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:54:30,124.5470578,264.0372659,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:54:46,124.5451966,365.0900206,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:55:00,124.5425789,339.9112775,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:55:18,124.540347,272.1583371,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:55:30,124.5383137,347.2153025,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:55:41,124.5380548,365.8147227,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:55:48,124.5294024,340.095675,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:56:02,124.5218152,324.3203502,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:56:18,124.5195648,328.2387361,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:56:26,124.5186637,307.1150713,OFF,"8.54007657760685, 13.3153550469873",92579,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:56:40,124.5169034,339.0881332,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:56:56,124.5149598,272.6192481,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:57:10,124.5142432,349.9569342,OFF,"8.54007657760685, 13.3153550469873",92580,0
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:57:30,124.5019207,335.448599,OFF,"8.54007657760685, 13.3153550469873",92580,0
RzIEMxvoHd6229617,CarRent,14/07/2023 19:57:41,124.498585,308.2060891,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:57:49,124.4984962,308.0220138,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:58:08,124.4984534,351.2388851,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:58:22,124.4895043,316.860472,OFF,"8.54007657760685, 13.3153550469873",92580,0
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:58:33,124.4811379,336.9932546,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:58:42,124.4713389,329.7945488,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:58:47,124.4703612,333.8069801,OFF,"8.54007657760685, 13.3153550469873",92580,0
VjamRugCrs8356684,CarRent,14/07/2023 19:59:02,124.4699881,268.2564884,ON,"8.55542694777263, 13.34526000000000",92576,52.97552596
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 19:59:19,124.4699881,268.241773,ON,"8.55530750191736, 13.345259445300000",92576,47.55857677
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 19:59:36,124.4699881,268.2285623,ON,"8.5551588713623, 13.3452588848599",92576,59.17854468
RzIEMxvoHd6229617,CarRent,14/07/2023 19:59:42,124.4699881,268.2121238,ON,"8.5550369094608, 13.3452599421658",92576,48.56165449
RzIEMxvoHd6229617,CarRent,14/07/2023 19:59:56,124.4699881,268.1986344,ON,"8.55490988154604, 13.3452607401594",92576,50.57789794
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:00:05,124.4699881,268.184585,ON,"8.55478000323147, 13.345261473715",92576,51.71262942
VjamRugCrs8356684,CarRent,14/07/2023 20:00:17,124.4699881,268.1702204,ON,"8.55462643473223, 13.3452634617607",92576,61.14927389
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:00:36,124.4699881,268.1532345,ON,"8.55448558826396, 13.3452665516161",92573,56.09221477
VjamRugCrs8356684,CarRent,14/07/2023 20:00:52,124.4699881,268.1376533,ON,"8.55433632182371, 13.3452672924447",92576,59.43203199
VjamRugCrs8356684,CarRent,14/07/2023 20:01:01,124.4699881,268.1211444,ON,"8.55417975709906, 13.3452673081683",92576,62.33716122
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:01:13,124.4699881,268.1038285,ON,"8.55406260403493, 13.3452664417833",92576,46.6464412
VjamRugCrs8356684,CarRent,14/07/2023 20:01:32,124.4699881,268.0908712,ON,"8.55393986971747, 13.3452648495418",92576,48.87145999
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:01:52,124.4699881,268.0772958,ON,"8.55380434278347, 13.3452625383862",92576,53.96861389
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:01:57,124.4699881,268.0623045,ON,"8.55366100991468, 13.3452598969678",92576,57.0784193
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:02:02,124.4699881,268.0464494,ON,"8.55355925432809, 13.3452584673157",92576,40.51854246
RzIEMxvoHd6229617,CarRent,14/07/2023 20:02:07,124.4699881,268.0351942,ON,"8.55342744617944, 13.3452547255266",92576,52.50113133
RzIEMxvoHd6229617,CarRent,14/07/2023 20:02:19,124.4699881,268.0206106,ON,"8.55330672472701, 13.3452504296941",92576,48.09609331
VjamRugCrs8356684,CarRent,14/07/2023 20:02:31,124.4699881,268.0072506,ON,"8.55315368727285, 13.3452457632353",92576,60.96081454
VjamRugCrs8356684,CarRent,14/07/2023 20:02:46,124.4699881,267.990317,ON,"8.55298744015219, 13.3452416380421",92576,66.21244697
RzIEMxvoHd6229617,CarRent,14/07/2023 20:03:02,124.4699881,267.9719247,ON,"8.55285180439654, 13.3452397273839",92576,54.00947442
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:03:07,124.4699881,267.956922,ON,"8.55274479844135, 13.3452383044897",92576,42.60877569
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:03:25,124.4699881,267.9450863,ON,"8.55262223792748, 13.3452372857621",92576,97.59970348
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:03:34,124.4699881,267.9315307,ON,"8.55248796876453, 13.3452365547998",92576,53.46083283
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:03:41,124.4699881,267.9166805,ON,"8.55235288742983, 13.3452360876828",92576,53.78373706
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:03:53,124.4699881,267.9017406,ON,"8.55223322209795, 13.3452338564412",92576,47.65365249
RzIEMxvoHd6229617,CarRent,14/07/2023 20:04:01,124.4699881,267.8885035,1,"8.55210466659475, 13.3452302258329",92576,51.20534087
RzIEMxvoHd6229617,CarRent,14/07/2023 20:04:17,124.4699881,267.8742798,ON,"8.55198957916107, 13.3452267250957",92576,45.84372915
VjamRugCrs8356684,CarRent,14/07/2023 20:04:26,124.4699881,267.8615454,ON,"8.55188140525837, 13.3452227702356",92576,43.09857799
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:04:34,124.4699881,267.8495736,ON,"8.55176012535372, 13.3452180905996",92576,48.32390086
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:04:54,124.4699881,267.8361503,ON,"8.55166419193908, 13.3452141455432",92576,76.45686416
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:05:00,124.4699881,267.8255312,ON,"8.55160100460246, 13.3452116799593",92576,25.17737411
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:05:10,124.4699881,267.8185375,ON,"8.55154666496581, 13.345210338604",92576,21.64217134
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:05:15,124.4699881,267.8125258,ON,"8.55145423821314, 13.3452069146171",92576,36.82525832
VjamRugCrs8356684,CarRent,14/07/2023 20:05:25,124.4699881,267.8022966,ON,"8.55139849046928, 13.3452050267198",92576,22.20889443
VjamRugCrs8356684,CarRent,14/07/2023 20:05:40,124.4699881,267.7961274,ON,"8.55132019630188, 13.3452030956101",92576,31.18266977
RzIEMxvoHd6229617,CarRent,14/07/2023 20:05:57,124.4699881,267.7874656,ON,"8.55124291924573, 13.3452024382496",92576,30.76941018
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:06:13,124.4699881,267.7789185,ON,"8.55114748894051, 13.3452024085486",92576,37.99613004
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:06:21,124.4699881,267.768364,ON,"8.55106548968152, 13.3452034213608",92576,32.65094676
VjamRugCrs8356684,CarRent,14/07/2023 20:06:41,124.4699881,267.7592943,ON,"8.55097874264077, 13.3452045505518",92576,34.54173514
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:07:01,124.4699881,267.7496994,ON,"8.55092354661875, 13.3452043204121",92576,21.97680455
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:07:17,124.4699881,267.7435947,ON,"8.55082574458261, 13.3452043339961",92576,38.94044634
RzIEMxvoHd6229617,CarRent,14/07/2023 20:07:31,124.4699881,267.732778,ON,"8.55073624907235, 13.3452047917696",92576,35.63361637
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:07:42,124.4699881,267.7228797,ON,"8.55066590043768, 13.3452048632161",92576,28.00972956
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:07:58,124.4699881,267.7150992,ON,"8.55060022844472, 13.3452060793318",92576,26.15212498
VjamRugCrs8356684,CarRent,14/07/2023 20:08:10,124.4699881,267.7078348,ON,"8.55054284017683, 13.3452062933776",92576,22.84962767
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:08:21,124.4699881,267.7014876,ON,"8.55048317918442, 13.3452070298956",92576,23.75616193
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:08:40,124.4699881,267.6948887,ON,"8.55042384037934, 13.3452067517223",92576,23.62634492
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:08:54,124.4699881,267.6883258,ON,"8.55033457114267, 13.3452057577461",92576,35.54524465
RzIEMxvoHd6229617,CarRent,14/07/2023 20:09:11,124.4699881,267.6784522,ON,"8.55022732268223, 13.345204181242",92576,-42.70616394
VjamRugCrs8356684,CarRent,14/07/2023 20:09:29,124.4699881,267.6665893,ON,"8.55012225435197, 13.3452021978662",92576,41.84094596
VjamRugCrs8356684,CarRent,14/07/2023 20:09:49,124.4699881,267.6549669,ON,"8.55003281121788, 13.345199681201",92576,35.62626431
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:10:04,124.4699881,267.6450707,,"8.54995390051861, 13.3451972461303",92576,31.43356815
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:10:23,124.4699881,267.6363391,ON,"8.54986763956069, 13.3451948432191",92576,34.35849804
VjamRugCrs8356684,CarRent,14/07/2023 20:10:33,124.4699881,267.6267951,ON,"8.54977301721075, 13.34519296889",92576,37.68175629
RzIEMxvoHd6229617,CarRent,14/07/2023 20:10:51,124.4699881,267.6163279,ON,"8.54969651089979, 13.345191617415",92576,30.46613688
VjamRugCrs8356684,CarRent,14/07/2023 20:11:06,124.4699881,267.6078651,ON,"8.54959300762862, 13.3451881231424",92576,41.23368569
RzIEMxvoHd6229617,CarRent,14/07/2023 20:11:14,124.4699881,267.5964113,ON,"8.54953547340389, 13.3451859150271",92576,22.92429276
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:11:22,124.4699881,267.5900435,ON,"8.54946847401086, 13.345183850637",92576,26.68873761
RzIEMxvoHd6229617,CarRent,14/07/2023 20:11:37,124.4699881,267.5826299,ON,"8.54940999895085, 13.3451822903443",92576,23.29039224
VjamRugCrs8356684,CarRent,14/07/2023 20:11:52,124.4699881,267.5761604,ON,"8.54933030590532, 13.3451800297091",92576,31.74289092
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:12:09,124.4699881,267.5673429,ON,"8.54925821347188, 13.3451781197959",92576,28.71399568
VjamRugCrs8356684,CarRent,14/07/2023 20:12:18,124.4699881,267.5593668,ON,"8.54917390253222, 13.3451762755965",92576,33.57684122
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:12:33,124.4699881,267.5500399,ON,"8.54905386865956, 13.3451752039612",92576,47.79406298
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:12:50,124.4699881,267.5367638,ON,"8.54894579007271, 13.3451750922589",92576,43.03213264
VjamRugCrs8356684,CarRent,14/07/2023 20:13:05,124.4699881,267.5248104,ON,"8.54884761611775, 13.3451741464362",92576,39.09032098
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:13:25,124.4699881,267.513952,ON,"8.54876325580462, 13.345173513853",92576,33.58947833
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:13:44,124.4699881,267.5046216,ON,"8.54869277288761, 13.3451740905956",92576,28.06410857
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:14:02,124.4699881,267.496826,ON,"8.5486257265506, 13.3451752344112",92576,26.69873239
VjamRugCrs8356684,CarRent,14/07/2023 20:14:15,124.4699881,267.4894097,ON,"8.54855867243673, 13.3451765885268",92576,26.70337331
RzIEMxvoHd6229617,CarRent,14/07/2023 20:14:25,124.4699881,267.4819921,ON,"8.54851625776965, 13.3451767626115",92576,16.88778375
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:14:36,124.4699881,267.477301,ON,"8.54845548355208, 13.3451776885099",92576,24.20038533
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:14:48,124.4699881,267.4705787,ON,"8.54838701324245, 13.3451791209135",92576,27.26775634
VjamRugCrs8356684,CarRent,14/07/2023 20:14:53,124.4699881,267.4630043,ON,"8.54830656224703, 13.3451820126758",92576,32.05252117
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:15:12,124.4699881,267.4541008,ON,"8.5482345408384, 13.345183664733",92576,28.68321034
RzIEMxvoHd6229617,CarRent,14/07/2023 20:15:22,124.4699881,267.4461333,ON,"8.54816693668675, 13.3451860713339",92576,26.93387369
VjamRugCrs8356684,CarRent,14/07/2023 20:15:33,124.4699881,267.4386516,ON,"8.5480888772125, 13.3451892408313",92576,31.10520131
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:15:41,124.4699881,267.4300113,ON,"8.5480040614772, 13.3451934974519",92576,33.81198259
VjamRugCrs8356684,CarRent,14/07/2023 20:15:47,124.4699881,267.4206191,ON,"8.54789278633496, 13.3452008902677",92576,44.40161172
VjamRugCrs8356684,CarRent,14/07/2023 20:16:04,124.4699881,267.4082853,ON,"8.54780421722811, 13.345207684126",92576,35.36694315
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:16:18,124.4699881,267.3984611,ON,"8.54771675104747, 13.3452141130273",92576,34.91824484
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:16:29,124.4699881,267.3887616,ON,"8.54764900368064, 13.3452197394618",92576,0
VjamRugCrs8356684,CarRent,14/07/2023 20:16:39,124.4699881,267.3812433,on,"8.54757447891104, 13.3452247821235",92576,29.73969141
RzIEMxvoHd6229617,CarRent,14/07/2023 20:16:57,124.4699881,267.3729823,ON,"8.54747948905451, 13.3452299840893",92576,37.87690555
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:17:02,124.4699881,267.3624609,ON,"8.54737865463426, 13.3452351070129",92576,40.19910714
RzIEMxvoHd6229617,CarRent,14/07/2023 20:17:10,124.4699881,267.3512945,ON,"8.54727283906768, 13.345239715219",92576,42.17063917
RzIEMxvoHd6229617,CarRent,14/07/2023 20:17:19,124.4699881,267.3395804,ON,"8.54717889900636, 13.3452422644921",92576,37.41641499
VjamRugCrs8356684,CarRent,14/07/2023 20:17:30,124.4699881,267.329187,ON,"8.54706867139646, 13.3452462320076",92576,43.91591169
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:17:46,124.4699881,267.3169881,ON,"8.54696277639521, 13.3452494332543",92576,42.18178345
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:18:00,124.4699881,267.3052709,ON,"8.54686252509259, 13.3452520669835",92576,39.92927346
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:18:13,124.4699881,267.2941795,ON,"8.54675936380652, 13.3452559150039",92576,41.10255701
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:18:24,124.4699881,267.2827621,ON,"8.54669216057071, 13.3451940079244",92576,36.30358775
VjamRugCrs8356684,CarRent,14/07/2023 20:18:41,124.4699881,267.2726778,ON,"8.54668802674659, 13.3450928994474",92576,40.10602621
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:18:58,124.4699881,267.2615372,ON,"8.54668221798594, 13.344975836613",92576,46.4530268
VjamRugCrs8356684,CarRent,14/07/2023 20:19:06,124.4699881,267.2486336,ON,"8.54667819302549, 13.3449001064889",92577,30.05681097
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:19:22,124.4699881,267.2402845,ON,"8.54667383621405, 13.3447947111449",92577,41.80725472
RzIEMxvoHd6229617,CarRent,14/07/2023 20:19:33,124.4699881,267.2286714,ON,"8.5466691670798, 13.3447119341999",92577,32.85954979
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:19:48,124.4699881,267.2195437,ON,"8.54666362555112, 13.3446256373195",92577,54.2730672
VjamRugCrs8356684,CarRent,14/07/2023 20:19:58,124.4699881,267.2100234,ON,"8.5466598578195, 13.3445641115601",92577,74.43055626
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:20:08,124.4699881,267.2032371,ON,"8.54665638524654, 13.3445106483716",92577,121.2340845
RzIEMxvoHd6229617,CarRent,14/07/2023 20:20:21,124.4699881,267.1973388,ON,"8.54665290881147, 13.3444455464186",92577,250.8389062
RzIEMxvoHd6229617,CarRent,14/07/2023 20:20:26,124.4699881,267.1901613,ON,"8.54664999722397, 13.3443679782921",92577,307.7643639
RzIEMxvoHd6229617,CarRent,14/07/2023 20:20:41,124.4699881,267.1816157,ON,"8.54664752124174, 13.3443113313503",92577,422.4724716
RzIEMxvoHd6229617,CarRent,14/07/2023 20:20:46,124.4699881,267.1753733,ON,"8.54664279155471, 13.3442129711346",92577,539.0284855
RzIEMxvoHd6229617,CarRent,14/07/2023 20:20:53,124.4699881,267.1645321,ON,"8.54663898347976, 13.3441235009776",92577,35.4920384
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:21:01,124.4699881,267.1546732,ON,"8.54663613206267, 13.3440507700466",92577,28.84774235
VjamRugCrs8356684,CarRent,14/07/2023 20:21:09,124.4699881,267.1466599,ON,"8.5466327975575, 13.3439698185926",92577,32.11088552
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:21:26,124.4699881,267.1377402,ON,"8.54663000053415, 13.3438706040279",92577,39.33739925
RzIEMxvoHd6229617,CarRent,14/07/2023 20:21:35,124.4699881,267.1268131,ON,"8.54662696744614, 13.3437646697157",92577,42.00222946
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:21:40,124.4699881,267.1151459,ON,"8.54662418639567, 13.3436723133013",92577,36.62029183
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:21:59,124.4699881,267.1049736,ON,"8.5466211330613, 13.3435756162004",92577,38.3431659
kGnkdVNDSU7115538,InsuranceCar,14/07/2023 20:22:05,124.4699881,267.0943227,ON,"8.54661590486678, 13.3434605474055",92577,45.65261178
RzIEMxvoHd6229617,CarRent,14/07/2023 20:22:19,124.4699881,267.0816414,ON,"8.54661154596578, 13.3433496271967",92577,43.99516796
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:22:29,124.4699881,267.0694205,ON,"8.54660546297708, 13.3432302899653",92577,47.35880776
RzIEMxvoHd6229617,CarRent,14/07/2023 20:22:44,124.4699881,267.0562653,ON,"8.54659783113717, 13.3430918031518",92577,54.97042664
cLrVrQDRWs0069145,InsuranceCar,14/07/2023 20:22:57,124.4699881,267.0409957,ON,"8.54659252094388, 13.3430075435792",92577,33.46139796
VjamRugCrs8356684,CarRent,14/07/2023 20:23:03,124.4699881,267.0317009,ON,"8.54658571263923, 13.342899805247",92577,42.78581401
